AvgSpotLen_l	BioSample_s	Experiment_s	Library_Name_s	LoadDate_s	MBases_l	MBytes_l	ReleaseDate_s	Run_s	SRA_Sample_s	Sample_Name_s	Assay_Type_s	BioProject_s	Center_Name_s	Consent_s	InsertSize_l	Instrument_s	LibraryLayout_s	LibrarySelection_s	LibrarySource_s	Organism_s	Platform_s	SRA_Study_s
202	SAMN00012716	SRX144940	Lip-0_gDNA	2012-05-24	5756	3769	2012-05-31	SRR492313	SRS072494	Lip-0	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
202	SAMN00012717	SRX144943	LL-0_gDNA	2012-05-17	39569	26661	2012-05-31	SRR492316	SRS072495	LL-0	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
202	SAMN00012718	SRX144944	Lm-2_gDNA	2012-05-23	8696	5825	2012-05-31	SRR492317	SRS072496	Lm-2	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
202	SAMN00012719	SRX144945	Lp2-2_gDNA	2012-05-23	9245	6198	2012-05-31	SRR492318	SRS072497	Lp2-2	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
202	SAMN00012721	SRX144948	Mc-0_gDNA	2012-05-22	10272	6841	2012-05-31	SRR492320	SRS072499	Mc-0	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
202	SAMN00012723	SRX144949	Mh-0_gDNA	2012-08-12	6947	4364	2012-05-31	SRR492321	SRS072501	Mh-0	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
202	SAMN00012724	SRX144950	Mir-0_gDNA	2012-05-23	6753	4492	2012-05-31	SRR492322	SRS072502	Mir-0	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
202	SAMN00012725	SRX144951	Mnz-0_gDNA	2012-08-12	4855	3042	2012-05-31	SRR492323	SRS072503	Mnz-0	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
202	SAMN00012748	SRX144953	Mv-0_gDNA	2012-05-23	8500	5656	2012-05-31	SRR492325	SRS072526	Mv-0	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
202	SAMN00012749	SRX144954	Mz-0_gDNA	2012-08-12	7743	4991	2012-05-31	SRR492326	SRS072527	Mz-0	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
202	SAMN00012750	SRX144955	Na-1_gDNA	2012-05-18	9072	5837	2012-05-31	SRR492327	SRS072528	Na-1	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
202	SAMN00012751	SRX144956	Nc-1_gDNA	2012-08-12	6828	4402	2012-05-31	SRR492328	SRS072529	Nc-1	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
202	SAMN00012752	SRX144958	Neo-6_gDNA	2012-05-23	10453	6991	2012-05-31	SRR492330	SRS072530	Neo-6	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
202	SAMN00012753	SRX144960	NFA-8_gDNA	2012-05-17	19186	13509	2012-05-31	SRR492332	SRS072531	NFA-8	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
202	SAMN00012754	SRX144961	Nok-3_gDNA	2012-05-17	15528	10928	2012-05-31	SRR492333	SRS072532	Nok-3	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
202	SAMN00012755	SRX144962	Np-0_gDNA	2012-08-12	6742	4345	2012-05-31	SRR492334	SRS072533	Np-0	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
202	SAMN00012756	SRX144963	Nw-0_gDNA	2012-08-12	8471	5446	2012-05-31	SRR492335	SRS072534	Nw-0	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
202	SAMN00012758	SRX144965	Ob-0_gDNA	2012-08-12	8001	5177	2012-05-31	SRR492337	SRS072536	Ob-0	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
202	SAMN00012759	SRX144966	Old-1_gDNA	2012-08-12	3137	2137	2012-05-31	SRR492338	SRS072537	Old-1	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
202	SAMN00012760	SRX144967	Or-0_gDNA	2012-05-30	5541	3626	2012-05-31	SRR492339	SRS072538	Or-0	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
202	SAMN00012762	SRX144969	Per-1_gDNA	2012-08-12	8418	5422	2012-05-31	SRR492341	SRS072540	Per-1	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
202	SAMN00012763	SRX144972	Pi-0_gDNA	2012-08-12	7213	4642	2012-05-31	SRR492344	SRS072541	Pi-0	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
202	SAMN00012764	SRX144973	Pla-0_gDNA	2012-05-18	13648	9619	2012-05-31	SRR492345	SRS072542	Pla-0	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
202	SAMN00012766	SRX144974	Pna-18_gDNA	2012-05-18	8167	5446	2012-05-31	SRR492418	SRS072544	Pna-17	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
202	SAMN00012768	SRX144975	Pog-0_gDNA	2012-08-12	6763	4363	2012-05-31	SRR492346	SRS072546	Pog-0	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
202	SAMN00012769	SRX144976	Pro-0_gDNA	2012-05-23	8847	5955	2012-05-31	SRR492347	SRS072547	Pro-0	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
202	SAMN00012770	SRX144977	Pt-0_gDNA	2012-08-12	7619	5036	2012-05-31	SRR492348	SRS072548	Pt-0	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
202	SAMN00012771	SRX144978	Pu2-23_gDNA	2012-08-12	7655	4917	2012-05-31	SRR492349	SRS072549	Pu2-23	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
202	SAMN00012773	SRX144979	Pu2-7_gDNA	2012-05-17	13107	9191	2012-05-31	SRR492350	SRS072551	Pu2-7	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
202	SAMN00012774	SRX144981	Qar-8a_gDNA	2012-05-17	14921	10519	2012-05-31	SRR492352	SRS072552	Qar-8a	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
202	SAMN00012775	SRX144982	Ra-0_gDNA	2012-08-12	2762	1882	2012-05-31	SRR492353	SRS072553	Ra-0	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
202	SAMN00012776	SRX144983	Ragl-1_gDNA	2012-05-30	2924	1987	2012-05-31	SRR492354	SRS072554	Ragl-1	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
202	SAMN00012777	SRX144985	Rd-0_gDNA	2012-05-19	11940	8409	2012-05-31	SRR492356	SRS072555	Rd-0	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
202	SAMN00012778	SRX144986	Ren-1_gDNA	2012-05-17	11992	8230	2012-05-31	SRR492357	SRS072556	Ren-1	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
202	SAMN00012779	SRX144988	Rennes-1_gDNA	2012-08-12	14974	10424	2012-05-31	SRR492359	SRS072557	Rennes-1	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
202	SAMN00012780	SRX144989	Rhen-1_gDNA	2012-08-12	7228	4783	2012-05-31	SRR492360	SRS072558	Rhen-1	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
202	SAMN00012781	SRX144990	Rld-1_gDNA	2012-08-12	7233	4648	2012-05-31	SRR492361	SRS072559	Rld-1	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
202	SAMN00012783	SRX144993	Rome-1_gDNA	2012-08-12	6306	4056	2012-05-31	SRR492364	SRS072561	Rome-1	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
202	SAMN00012784	SRX144994	Rou-0_gDNA	2012-08-12	4912	3248	2012-05-31	SRR492365	SRS072562	Rou-0	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
202	SAMN00990146	SRX144826	Abd-0_gDNA	2012-08-12	10556	7370	2012-05-31	SRR492199	SRS311320	Abd-0	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
202	SAMN00990147	SRX144830	Altai-5_gDNA	2012-08-12	7079	4662	2012-05-31	SRR492203	SRS311321	Altai-5	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
202	SAMN00990148	SRX144844	Bg-2_gDNA	2012-08-12	5569	3858	2012-05-31	SRR492216	SRS311322	Bg-2	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
202	SAMN00990149	SRX144854	Buckhorn-Pass_gDNA	2012-08-12	5128	3554	2012-05-31	SRR492227	SRS311323	Buckhorn-Pass	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
202	SAMN00990150	SRX144860	CIBC-17_gDNA	2012-08-12	8382	5775	2012-05-31	SRR492233	SRS311324	CIBC-17	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
202	SAMN00990151	SRX144863	Co_gDNA	2012-08-12	7451	5188	2012-05-31	SRR492236	SRS311325	Co	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
202	SAMN00990152	SRX144866	Cvi-0_gDNA	2012-05-15	14068	9660	2012-05-31	SRR492239	SRS311326	Cvi-0	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
202	SAMN00990153	SRX144869	Dem-4_gDNA	2012-08-12	6938	4806	2012-05-31	SRR492242	SRS311327	Dem-4	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
202	SAMN00990154	SRX144875	DraII-1_gDNA	2012-05-19	10832	7769	2012-05-31	SRR492248	SRS311328	DraII-1	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
202	SAMN00990155	SRX144876	DraIII-1_gDNA	2012-05-30	4807	3229	2012-05-31	SRR492249	SRS311329	DraIII-1	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
202	SAMN00990156	SRX144877	Duk_gDNA	2012-05-19	9253	6498	2012-05-31	SRR492250	SRS311330	Duk	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
202	SAMN00990157	SRX144882	En-1_gDNA	2012-05-15	5260	3647	2012-05-31	SRR492256	SRS311331	En-1	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
202	SAMN00990158	SRX144893	Ge-0_gDNA	2012-05-16	8006	5505	2012-05-31	SRR492267	SRS311332	Ge-0	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
202	SAMN00990159	SRX144897	Got-22_gDNA	2012-05-16	18359	12491	2012-05-31	SRR492271	SRS311333	Got-22	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
202	SAMN00990160	SRX144905	Hey-1_gDNA	2012-05-22	9917	6622	2012-05-31	SRR492278	SRS311334	Hey-1	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
202	SAMN00990161	SRX144907	Hn-0_gDNA	2012-05-24	6388	4179	2012-05-31	SRR492280	SRS311335	Hn-0	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
202	SAMN00990162	SRX144908	Hod_gDNA	2012-05-19	9068	6343	2012-05-31	SRR492281	SRS311336	Hod	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
202	SAMN00990163	SRX144909	HR-10_gDNA	2012-05-16	10157	6908	2012-05-31	SRR492282	SRS311337	HR-10	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
202	SAMN00990164	SRX144912	HSm_gDNA	2012-05-19	4278	3104	2012-05-31	SRR492285	SRS311338	HSm	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
202	SAMN00990165	SRX144920	Kas-2_gDNA	2012-05-16	22550	15136	2012-05-31	SRR492293	SRS311339	Kas-2	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
202	SAMN00990166	SRX144923	Kent_gDNA	2012-05-16	10779	7424	2012-05-31	SRR492296	SRS311340	Kent	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
202	SAMN00990167	SRX144930	Koln_gDNA	2012-05-19	1852	1368	2012-05-31	SRR492303	SRS311341	Koln	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
202	SAMN00990168	SRX144941	Lisse_gDNA	2012-05-19	8920	6237	2012-05-31	SRR492314	SRS311342	Lisse	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
202	SAMN00990169	SRX144942	Litva_gDNA	2012-08-12	7359	4603	2012-05-31	SRR492315	SRS311343	Litva	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
202	SAMN00990170	SRX144946	Lp2-6_gDNA	2012-05-17	16717	11252	2012-05-31	SRR492319	SRS311344	Lp2-6	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
202	SAMN00990171	SRX144952	Ms-0_gDNA	2012-05-17	12322	8678	2012-05-31	SRR492324	SRS311345	Ms-0	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
202	SAMN00990172	SRX144957	NC-6_gDNA	2012-05-17	10519	7208	2012-05-31	SRR492329	SRS311346	NC-6	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
202	SAMN00990173	SRX144959	NFA-10_gDNA	2012-05-17	20951	14230	2012-05-31	SRR492331	SRS311347	NFA-10	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
202	SAMN00990174	SRX144968	Ove-0_gDNA	2012-05-18	10600	7471	2012-05-31	SRR492340	SRS311348	Ove-0	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
202	SAMN00990175	SRX144970	PHW-2_gDNA	2012-05-17	7093	4856	2012-05-31	SRR492342	SRS311349	PHW-2	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
202	SAMN00990176	SRX144971	PHW-34_gDNA	2012-05-17	10458	7163	2012-05-31	SRR492343	SRS311350	PHW-34	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
202	SAMN00990177	SRX144980	Pu2-8_gDNA	2012-05-19	4317	3160	2012-05-31	SRR492351	SRS311351	Pu2-8	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
202	SAMN00990178	SRX144984	Rak-2_gDNA	2012-05-17	8176	5566	2012-05-31	SRR492355	SRS311352	Rak-2	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
202	SAMN00990179	SRX144987	Ren-11_gDNA	2012-05-17	8377	5690	2012-05-31	SRR492358	SRS311353	Ren-11	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
202	SAMN00990180	SRX144992	RMX-A180_gDNA	2012-05-17	9241	6364	2012-05-31	SRR492363	SRS311354	RMX-A180	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
202	SAMN00990181	SRX144996	RRS-7_gDNA	2012-05-22	11906	8017	2012-05-31	SRR492367	SRS311355	RRS-7	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
202	SAMN00990182	SRX144997	Rubezhnoe-1_gDNA	2012-08-12	12412	8019	2012-05-31	SRR492848	SRS311356	Rubezhnoe-1	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
202	SAMN00990183	SRX144998	Sap-0_gDNA	2012-05-17	6950	4730	2012-05-31	SRR492368	SRS311357	Sap-0	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
202	SAMN00990184	SRX144999	Se-0_gDNA	2012-08-12	2548	1734	2012-05-31	SRR492369	SRS311358	Se-0	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
202	SAMN00990185	SRX145000	Seattle-0_gDNA	2012-08-12	6897	4454	2012-05-31	SRR492370	SRS311359	Seattle-0	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
202	SAMN00990186	SRX145001	Sei-0_gDNA	2012-08-12	6019	3895	2012-05-31	SRR492371	SRS311360	Sei-0	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
202	SAMN00990187	SRX145002	Sf-1_gDNA	2012-05-17	7587	5242	2012-05-31	SRR492372	SRS311361	Sf-1	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
202	SAMN00990188	SRX145003	Sg-1_gDNA	2012-08-12	4289	2779	2012-05-31	SRR492373	SRS311362	Sg-1	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
202	SAMN00990189	SRX145004	Si-0_gDNA	2012-08-12	6547	4190	2012-05-31	SRR492374	SRS311363	Si-0	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
202	SAMN00990190	SRX145005	Sorbo_gDNA	2012-08-12	6766	4332	2012-05-31	SRR492375	SRS311364	Sorbo	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
202	SAMN00990191	SRX145006	Sp-0_gDNA	2012-08-12	6536	4217	2012-05-31	SRR492376	SRS311365	Sp-0	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
202	SAMN00990192	SRX145007	Sq-1_gDNA	2012-05-17	5415	3741	2012-05-31	SRR492377	SRS311366	Sq-1	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
202	SAMN00990193	SRX145008	Sq-8_gDNA	2012-08-12	12762	8286	2012-05-31	SRR492378	SRS311367	Sq-8	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
202	SAMN00990194	SRX145009	Stw-0_gDNA	2012-05-24	10079	6758	2012-05-31	SRR492379	SRS311368	Stw-0	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
202	SAMN00990195	SRX145010	Su-0_gDNA	2012-08-12	3212	2184	2012-05-31	SRR492380	SRS311369	Su-0	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
202	SAMN00990196	SRX145011	Sus-1_gDNA	2012-08-12	6337	4104	2012-05-31	SRR492381	SRS311370	Sus-1	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
202	SAMN00990197	SRX145012	Ta-0_gDNA	2012-08-12	6858	4429	2012-05-31	SRR492382	SRS311371	Ta-0	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
202	SAMN00990198	SRX145013	Tamm-2_gDNA	2012-08-12	2922	1986	2012-05-31	SRR492383	SRS311372	Tamm-2	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
202	SAMN00990199	SRX145014	Tamm-27_gDNA	2012-05-18	9240	6362	2012-05-31	SRR492384	SRS311373	Tamm-27	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
202	SAMN00990200	SRX145015	Tha-1_gDNA	2012-08-12	7239	4654	2012-05-31	SRR492385	SRS311374	Tha-1	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
202	SAMN00990201	SRX145016	Ting-1_gDNA	2012-08-12	7515	4810	2012-05-31	SRR492386	SRS311375	Ting-1	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
